obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"435.99"	""	"2"	""		""	""	""	""	""	""	""	""		""	"L611"	
"535.046"	"535.05+"	"18000"	"7.05e+07"	B	"7792.7"	"26477.5"	"6s2.6p"	"2P*"	"3/2"	"6s2.7s"	"2S"	"1/2"		"T4515"	"L3475"	
"654.984"	""	"16w"	""		""	""	""	""	""	""	""	""		""	"L3475"	
"671.380"	""	"6w"	""		""	""	""	""	""	""	""	""		""	"L3475"	
"749.36"	""	"3"	""		""	""	""	""	""	""	""	""		""	"L4830"	
"767.893"	""	"2"	""		""	""	""	""	""	""	""	""		""	"L4830"	
