obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"410.1745"	"410.17504"	"17000"	"4.96e+07"	B+	"0.000"	"24372.957"	"5s2.5p"	"2P*"	"1/2"	"5s2.6s"	"2S"	"1/2"		"T7227"	"L4218"	
"451.1299"	"451.12972"	"18000"	"8.93e+07"	B+	"2212.599"	"24372.957"	"5s2.5p"	"2P*"	"3/2"	"5s2.6s"	"2S"	"1/2"		"T7227"	"L4218"	
"487.837"	"487.839"	"3"	""		"24372.957"	"44865.79"	"5s2.6s"	"2S"	"1/2"	"5s2.11p"	"2P*"	"3/2"		""	"L3547"	
"525.432"	"525.434"	"30"	""		"24372.957"	"43399.53"	"5s2.6s"	"2S"	"1/2"	"5s2.9p"	"2P*"	"3/2"		""	"L3547"	
"526.274"	"526.276"	"12"	""		"24372.957"	"43369.09"	"5s2.6s"	"2S"	"1/2"	"5s2.9p"	"2P*"	"1/2"		""	"L3547"	
"570.991"	"570.993"	"50"	""		"24372.957"	"41881.44"	"5s2.6s"	"2S"	"1/2"	"5s2.8p"	"2P*"	"3/2"		""	"L3547"	
"572.768"	"572.771"	"50"	""		"24372.957"	"41827.10"	"5s2.6s"	"2S"	"1/2"	"5s2.8p"	"2P*"	"1/2"		""	"L3547"	
"684.7453"	"684.7452"	"8w"	""		"24372.957"	"38972.90"	"5s2.6s"	"2S"	"1/2"	"5s2.7p"	"2P*"	"3/2"		""	"L4218"	
"690.0136"	"690.0135"	"4w"	""		"24372.957"	"38861.43"	"5s2.6s"	"2S"	"1/2"	"5s2.7p"	"2P*"	"1/2"		""	"L4218"	
