obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"506.898"	"506.90+"	"100"	""		"52897.9"	"72620.3"	"4s2.4p2.(3P).5s"	"4P"	"5/2"	"4s2.4p2.(3P).6p"	"4S*"	"3/2"		""	"L4831"	
"512.134"	"512.13+"	"100"	""		"51610.2"	"71131.0"	"4s2.4p2.(3P).5s"	"4P"	"3/2"	"4s2.4p2.(3P).6p"	"4D*"	"5/2"		""	"L4831"	
"514.163"	"514.16+"	"100*"	""		"51610.2"	"71053.9"	"4s2.4p2.(3P).5s"	"4P"	"3/2"	"4s2.4p2.(3P).6p"	"4P*"	"3/2"		""	"L4831"	
"514.163"	"514.16+"	"100*"	""		"52897.9"	"72341.6"	"4s2.4p2.(3P).5s"	"4P"	"5/2"	""	"26*"	"7/2"		""	"L4831"	
"540.813"	"540.81+"	"100"	""		"53135.6"	"71621.4"	"4s2.4p2.(3P).5s"	"2P"	"1/2"	"4s2.4p2.(3P).6p"	"2D*"	"3/2"		""	"L4831"	
"545.132"	"545.13+"	"135"	""		"54605.3"	"72944.4"	"4s2.4p2.(3P).5s"	"2P"	"3/2"	"4s2.4p2.(3P).6p"	"2D*"	"5/2"		""	"L4831"	
