obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"403.35367"	"403.35367"	"200"	""		"18464.202"	"43249.337"	"5p3"	"2P*"	"3/2"	"5p2.(3P).6s"	"4P"	"1/2"		""	"L10083"	
"475.781"	"475.77494"	"20"	""		"45945.340"	"66957.805"	"5p2.(3P).6s"	"4P"	"3/2"	"5p2.(3P<2>).7p"	"(2,3/2)*"	"3/2"		""	"L3304"	
"549.02252"	"549.02252"	"30w"	""		"48332.424"	"66541.554"	"5p2.(3P).6s"	"4P"	"5/2"	"5p2.(3P<2>).7p"	"(2,1/2)*"	"3/2"		""	"L10083"	
"555.60111"	"555.60108"	"40w"	""		"46991.058"	"64984.586"	"5p2.(3P).6s"	"2P"	"1/2"	"5p2.(1D<2>).6p"	"(2,1/2)*"	"3/2"		""	"L10083"	
"560.20656"	"560.20647"	"30l"	""		"45945.340"	"63790.947"	"5p2.(3P).6s"	"4P"	"3/2"	"5p2.(3P<1>).7p"	"(1,3/2)*"	"5/2"		""	"L10083"	
"563.19365"	"563.19352"	"100l"	""		"43249.337"	"61000.296"	"5p2.(3P).6s"	"4P"	"1/2"	"5p2.(3P<0>).7p"	"(0,3/2)*"	"3/2"		""	"L10083"	
"573.034"	"573.02392"	"60w"	""		"49391.133"	"66837.572"	"5p2.(3P).6s"	"2P"	"3/2"	"5p2.(3P<2>).7p"	"(2,3/2)*"	"5/2"		""	"L7406"	
"661.13796"	"661.1381"	"20"	""		"49391.133"	"64512.389"	"5p2.(3P).6s"	"2P"	"3/2"	"5p2.(1D<2>).6p"	"(2,1/2)*"	"5/2"		""	"L10083"	
"764.8258"	"764.8258"	"30w"	""		"49391.133"	"62462.408"	"5p2.(3P).6s"	"2P"	"3/2"	"5p2.(3P<0>).4f"	"2[3]*"	"5/2"		""	"L10083"	
